question,filtered_answer
"아기가 너무 적게 먹어요 ㅠ 83일된 아가 먹는양이 너무 적어 고민이예요 ㅠ
최근 패턴 중 어떤 하루를 말씀드리면
1:30 분유 90
7:30 모유
12:30 분유 90
17:30 분유 100
20:30 모유
3~4시간텀 모유는 하루 보통 3번 먹고
분유는 350을 못넘기고 있어요
어떤날은 200대로 마무리 ㅠ
90.100을 먹이려면 한번에 먹는일은 거의 없고
한번먹고 쉬었다가 달래고 달래 먹이네요 ㅠ
살찌는 분유 일루마 먹여서인지
몸무게는 3.15로 태어나 지금 5.8정도이구요
생후 한달쯤이 더 잘먹은것 같고
그때보다 모유양이 많아졌을수도 있지만..
해도해도 너무 적게 먹는것 같아요 ㅠ
어떻게 해야할까요 너무 안먹으니 응가도 5일에 한번 할때도 있네요",혹시 젖꼭지 단계 업 하셨을까요? 낮은단계 계속 쓰면 잘 못먹더라구용… 몸무게 자주 재보시고 무게 잘 늘어나면 괜찮을거에요~ 저는 지금 4개월 남아이고 완분인데 하루에 600 간신히 먹어요 ㅋㅋㅋ ㅠㅠ 의사쌤이 더 안늘면 이유식 빨리 먹일 준비 하라고 하시더라구용😭😭 안그래도 젖꼭지 방금 주문했어요! 3
"모유수유 직후 개워냄 ㅜㅜ 도와주세요 안녕하세요 혼합(직수+압타밀 프레) 수유중인 36일차 초보엄마입니다
애기가 배가 고플때 몸부림치고 머리를 흔들흔들 하며 젖을 찾고 바로 개워나 요새 직수하기 힘드네요
젖양도 적어서 모유는 개워내지 않았음 하는데
아기가 편안한 자세가 있을까요?
캠프밸리 수유의자에서 수유중이고
아기 발이 의자 팔걸이에 닿아 누워서 점프를 해요
다른자세도 발차기 하며 점프합니더
오늘 네시에는 먹은거 다 개워내버린거 같아요",수유쿠션은 따로 사용 안하시나요? 수유의자를 제대로 써본적은 없지만 수유쿠션 쓰는게 자세는 제대로 잡아줘서 편하던데.. 수유쿠션 친구가 금방 안쓴다는말에 안들엿는데 구매해야겠어요!! 저는 모유수유만 해서 7개월째 아직도 쓰고있어요^^; 혼합이면 좀 더 짧게 쓰긴 하게ㅛ지만 당근으로라도 준비해보세요! 😄 캠프의자가 분유수유하는
"14개월 킥보드 추천해주세용 이제 돌 지나서 킥보드를 사주고 싶은데
추천해주시면 감사하겠습니다❤️",실버팍스 람보르기니 킥보드 추천해요.색깔도 다양하고 앉아서 타기도 있어서 좋아요.
"설사는 아닌데 이런 경우도 장염인가요? 3일전부터 응가를 엄청 자주눠요
설사는 아닌데ㅠㅠ 묽은변이요
어제는 6번? 정도 기저귀 갈아주고
오늘은 4번정도에요
가끔 미열 37.5도 아래로 나고
밥먹고 노는거는 잘해요
오늘은 코변도 나오더라구요ㅠㅠ
새벽에 응가를 해놔서 발진도 심해지고..
이런경우도 장염일까요?",장염이였어요 감사합니다
"막수 질문이여! 6:05 에 밥먹고
3시간 텀이구
8시에 소등하고 수면의식하고 재우는데
그럼 9시보단 8시에 미리 분유 줘야하는게 나았나요???",네네 텀 안되어도 자기전애 막수 하고 재우시면 될거같아요! 앗넹 낼부턴 고렇게 해야겠어여 감사합니다
"악스키드카시트타시는분들 악스키드 스핀키드 사용하시는 분들 뒤보기로 아기 잘때 고개가 앞으로 쏠리지 않나요??ㅠㅠ혼자 운전해서 아기데리고 여기저기 쏘다니는데..중간에 잠들면 고개가 앞으로 푹 숙여져셔 숨막힐까 걱정되네요ㅠㅠ
각도를 가장 눕히는 거로 한거인데도 영...아기가 누운게 아니고 앉아있는 느낌이에요ㅠㅠ
신생아 이너시트는 아기가 10키로라 이미 제거한 상태입니당",악스키드 쪽이나 구입처에 문의해보세요! 아기 목에 무리가 갈 수 있어요.
"아기 빨간 반점 안녕하세요~ 아기는 4개월이고요. 얼굴이랑 팔, 다리에 빨간 반점이 생겼는데 이게 뭘까요!? ㅜㅜ 내일 일찍 병원 가볼거긴한데 겪어보신분 있으신지 여쭤봅니다",아기 빨간 반점에 대해 병원에서 원래 생겼다 사라졌다 하는 것으로 괜찮다고 하더라구요.
"모유 먹이시는 분들 식사 어떻게 하세요~? 밀가루 음식 탄산음료 커피 아이스크림…
이런거 드시나요~?
건강한 음식만 드시나요..?
음식에 따라 모유의 질이 달라지는거겠죠? ㅠㅠ
아이 귀 목 태열이 잘 안없어지내요 ㅠㅠ",['골고루 먹으려고 노력했어요. 기름진 거는 피하세요! 바로 유선 막히더라구요 ㅠㅜ']
"돌아기 옷 다들 옷 어디서 구매 하시나용..
어린이집 보내니깐 옷이 왜케 없는거 같은지
지금까지 아가방꺼 세일 하는거 샀는데 다양하게 사고 싶은데 잘 모르겠어요ㅠㅠㅠ
인터넷 찾아봐도 너무 캐릭캐릭 느낌이라ㅠㅠ",밀크마일 삠뽀요 키즈꼬모 헤이지니 요정도 돌려입혀요 등원복 아오스타 데일리베베 니니벨로.. 캐릭터별로안좋아해서 제취향대로입혀여 자라요 삠뽀요 내구성 안좋아요.! 아기옷단톡방구경하세요 ❤
"와이업지니에쓰 사용하시는분들 답변부탁드려요ㅠ 1주일?전에 와이업삿는데 어제 조금 바퀴떨림?현상잇던데(조금빠른속도)
오늘은 조금 빠른걸음? 으로? 밀어서 걸엇는데 앞바퀴떨림현상이 잇어요 심하게
원래이런건지 ...제유모차가그런건지
다른 고가 휴대용은 안그런지...궁금해요
물론 디럭스와다르겟지만 당황스럽네요 그냥 평지인데",['저는 지니제로3 쓰는데 그런현상 한번도 없었어요 ㅜㅜㅜ 업체에 확인해보는게 좋으실듯요!']
"20개월 어린이날 선물 장난감? 20개월 여아
어린이날 선물로 장난감을 사주려하는데
뭐가 좋을까요? ㅋㅋㅋ
5-6만원선이요!",다르담 애벌레와 어미새 추천드려용 자석으로 애벌레를 꺼내어 어미새입에 넣어주는 장난감인데 숫자놀이도 되고 색상도 배우고 무엇보다 소근육 발달에 너무 도움이되는 제품이에요ᐟ
"11개월 아긴데 네 발 기기 안해요 11개월 아기인데 배밀이로 기기만 하고 무릎을 세워서 기기랑 일어서기를 못해요ㅠㅠ
문센에서 같은 개월수 혹은 적은 개월 수 아기보다
너무 발달이 늦는 것 같아 걱정이 돼요
뚱뚱한 아기라서(12kg) 늦나보다하고 기다렸는데
마냥 기다려도 괜찮을까 걱정이 돼요
얼마전부터 배밀이하다가 앉는 것을 하는데 네발기기나 설 생각을 안 해서 병원을 가봐야 하나 조언 구해요 ㅠㅠ
이렇게 늦은 아기는 없겠죠?ㅠㅠ",네발기기 그냥 넘어가는 아이들도 있다고 하더라고요 넘 걱정마세요 네발기기를 돌때했네용ㅜㅜㅜ
"수유텀! 만2개월아기입니다~
수유텀 3시간인데
낮에 3시간지나도 안일어나면
깨워서 먹여야 할까요",신생아때 아니면 굳이 안깨웠어요 배고프면 일어나더라구요
"한샘샘키즈 사용하시는분 계실가요 일룸 쿠시노와 한샘 샘키즈데이베드 중 고민하다가
매트, 침대가드 등 침구용품 까지 생각하니
샘키즈를 사려고하는데
어떠신가요? 초등학교까지 쭉 사용하려고합니다",샘키즈 생각보다 뭐 많이 들어가진 않아여.. 저는 아기방에 들여놓고 방에서는 잠만자는 공간으로 해놔서 장난감은 보관하지 않고 옷 개어서 넣기만 하는데 부피큰 옷들은 많이 들어가지도 않아서 다른 어른 서랍장에 보관하고 겨울에는 옷걸이에 걸어둬요..! 그리고 여름옷은 많이 들어가긴 하는데 한단만 넣으면 또 아쉬우니 두단으로 넣다보면 옷꺼내다가 다 흐
"아기 샴푸 바디워시 추천 해주세요.ᐟ.ᐟ 안녕하세요
이제 6개월 진입한 아기 키우고 있는데
요즘 땀나니까 아기 냄새도 사라지는 느낌이네요ㅋ쿠ㅜㅜ
애기가 샤워해도 은은하게 향 남아있는 바디워시 뭐 쓰시는지
추천해주시면 감사하겠습니다🙇🏻‍♀️
+ 다들 추천 주셔서 감사해요~ 보니까 토루토루가 압도적이네요.ᐟ😃 감사합니다",토루토루 사용중이에요! 아기한테 성분이 좋은거 알아보다가 맘가이드에서 높은등급이구 거품도 잘나더라구용!! 저도 아기랑 닿는부분은 아기꺼 같이 쓰고이써용ㅎㅎ
"아뜰리에슈 블랭킷 프랑스에서 아기 키우는 친구 있는데
아뜰리에슈 현지에서는 듣보브랜드라고 하더라구요
국민템 이런거 전혀 아니라고..
우리나라에서만 이상하게 인기많아서 놀랐대요
저도 선물받은거 하나 쓰고있긴한데
제품 질이 나쁘진 않지만, 마케팅 거품 좀 있는 것 같아요..",이쁘긴해요 감성템
타이니모빌 언제까지 사용하셨나요? 이제 6개월 넘었는데 모빌을 보는것같으면서도 안보는것같은데 언제까지 사용하셨나요?,타이니모빌은 4갤까지 권장이라고 해서 그때까지 사용하고 처분했어요.
"7개월 아기 아아아아 으에에에에 푸~~~ 하는것도 옹알이인가요? 맘맘맘 바바바 이런건 안하고
아으아아아~~ 으에에에~~~
푸레질 푸~~~~~ 이런식의 소리를 많이 내는데 이것도 옹알이 인가요?",그런거 같아여 ㅋㅋㅋ !!
"베이비룸 가드없어도 괜찮을까요 아주 활동적인 7갤 남아 키우는 초보맘이예요
4,5갤되서 배밀이 해서 티비다이, 소파밑으로 들어가길래
코넘베이비룸 설치해놨어요
지금은 뭐든 붙잡고 일어서고 잘 기어다닙니다
자꾸 일어서니까 넘어지거나 부딪히는 상황이 많아져서
베이비룸 안에 놀때도 항상 같이 들어가있어요
그러다보니 베이비룸 가드가 의미 있나 싶더라구요...
보통 몇갤부터 치우시나요?
혹은 없이 지내시는 분들 지낼만하신가요ㅠㅠ...",베이비룸 치우고 부딪칠 수 있는 곳들 가드로 막아두거나 모서리 보호대 하는 게 더 나을 것도 같네요!
"200일 넘는 아기 수면교육ㅜ 수면교육을 따로 안해서..
아직도 안아서 재우고 있어요..
저는 그렇게 힘들지 않는데
나중에 아기가 힘들어 할까봐 걱정이네요
지금이라도 수면교육 해야할까요?
아니면 나중에 알아서 스스로 자나요 ㅠ?",슬슬 누워서 등대고 잠드는 연습해야 할거같아요^^ 저는 70일정도부터 강성울음 아니고서는 잠올때 칭얼대기 시작하면 방에 안고 들어가서 수면의식으로 수유등이랑 오르골켜고 인형이랑 자장자장하자 인사하고 팔다리 마사지도 쭉쭉 해주고 뽀뽀해주고는 불끄고 자야해~하면 한참 뒹굴고 놀다 잠들거나 칭얼대다가 스르르 혼자 자더라고요~지켜보니 애가
"왜 꼭 새벽수유 대기타면 안깨는건지.. 평소에는꼭 5시간정도마다 깨서 졸린데 눈비비며 새벽수유했는데.. 오늘은 잠도 안오고 5시간까지 얼마안남아서 기다리고있었는데 왜 6시간 반이 넘도록 안깨는거니...🥲
포기하고 자기엔 곧 깨어날거같아서 못자겠고ㅠㅠ
우째야 좋을까..ㅠㅠ
심지어 남편이 밤잠기저귀도 안하고 재워서 기저귀 빵빵한데.... 잠깰거 각오하고 기저귀 갈아줘야하는지... 난감하구만요😂🤣","아 그냥자야겠다하고 눈감고 잠들랑말랑하면 깨더라구요
마자요 그러면 더 피곤해지고 애매하게 잠들었을땐 머리아프기도 해요
그러면서 통잠의 길로
그러길 바래봅니다"
"새벽에 자주 깨나요? 곧 7개월되는 아기인데 새벽에 자주 깨요
자다가 갑자기 뒤집고 나서 울면서 깨요ㅠㅠ
아직 되집기를 못해서
그럴때마다 다시 제대로 눕혀주고 쪽쪽이 해주면 잠드는데..
뒤집은 상태에서 울더라도 냅둬보신적 있으실까요??
이거 말고도ㅠ 갑자기 새벽에 깨더니ㅠㅠ
말똥말똥하면서 쪽쪽이로 놀거나 발가락 가지고 놀거나
그렇게 한시간(?)정도 놀기도 해요.. 그렇게 하고 찡얼거려요ㅠ
그래서 찡얼거리면 안아서 다시 재우는데ㅠㅠ
새벽마다 힘들더라구요ㅠㅠ 혹시 이런경우 있으실까요?","새벽에 깨는 경우에는 아기의 발달 단계에 따라 다를 수 있습니다. 아이가 뒤집힌 상태에서 울더라도 안전한 상태라면 냅두는 것도 방법이 될 수 있습니다. 또한, 발가락을 가지고 놀거나 찡얼거리는 행동은 아이의 발달 과정 중 하나일 수 있습니다. 새벽에 깨는 경우에는 안아주고 재우는 것도 좋은 방법 중 하나입니다."
"양ㅊㅣ한번도 안시킨 분 있나요..! 아기 8개월인데ㅠㅠㅠ
지금까지 양치를 한번도 안시켰어요ㅠ
아가 괜찮을까요..",지금부터 하면 되죠 영유아검진때 구강검진 받으면 되구요.
"23년생 육아맘 독서모임 멤버 모집합니다💕 안녕하세요? 23년 2월생 아가 키우고 있는 으뜸맘입니다.
올해 3월부터 소규모로 온라인 독서모임을 운영하고 있는데, 이번 5~6월에 7주에 걸쳐 시즌2를 운영하려고 합니다.
저희 독서모임의 분위기는 ""꾸준히, 부담스럽지 않게"" 입니다.
서로의 이름, 지역, 나이 등 묻지 않고 일주일에 최소 2번 독서하고 느낀점 또는 근황을 나누며
육아하는 엄마들의 일상을 응원하고 서로의 독서를 격려해주며 힐링하고 있습니다😊
현재 23년생 아가들을 육아하는 엄마들로 멤버들이 구성되어 있고, 분위기도 따뜻해 분명히 참여하시면
뿌듯함과 보람을 많이 느끼시리라 생각됩니다!
육아서 뿐만 아니라 각자 취향에 맞는 책을 자유롭게 읽을 수 있고,
[함께 읽는 책]도 선정해서 두 달 동안 읽으며 서로의 생각을 나누고 있어요💓
('함께 읽는 책'은 총 14회의 인증 중 1번만 인증해도 됩니다)
제가 굉장히 애정과 진심을 가지고 운영하는 모임입니다.
부담스럽지 않게, 그렇지만 꾸준히 독서하고 싶은 맘님들 환영합니다🫶
참여를 원하신다면 댓글 남겨주시면 감사드리겠습니다. 오늘 하루도 고생 많으셨어요! 내일도 육아팅입니다!💕",['아직도 모집중이실까요? 시즌2 이번 주부터 시작인데 아직 시작한지 이틀 되었습니다. 혹시 참여희망하실까요? 참여 가능하세요. 댓글알림을 안해놓아서 이제 확인했어요. 알려주시면 참여해보고싶습니다. 제가 쪽지 보내드렸습니다 확인해보시고 답장부탁드려요. 친절하게 알려주셔서 감사합니다. 쪽지드렸습니다. 궁금하신 사항 답변 쪽지 2개 보냈습니다 확인 부탁드릴게요
"초기이유식 시작 이제 5개월차에 접어들어서 초기이유식 알아보고 있는데,
초기~중기조금? 하다가 시판용으로 넘어갈 생각인데
시판용 하시는분들 많으신가요?
시판용 하신다면 추천좀 해주세요~",배냇밀 시판이유식 정기배송중인데 애기가 잘먹어서 신청했거든요 다른제품은 잘 안먹는데 요건 끝까지 주면 잘 먹어요
