question,answer
돌접종 간격 횟수가..?이게맞나요,"돌접종 간격은 개월수 맞춰 접종하면 되며, 뇌수막염과 폐구균 예방을 위해 DPT 백신은 15개월 이후에 맞추는 것이 좋습니다."
5개월아기 유모차 카시트 거부요 ㅠㅠ,['울어도놔둬야되요 독해져야 될까요 이러다 잘못되는건 아닌지 무섭더라구요 조언주셔서 감사합니다']
9개월 아기 밤잠이요!,이맘때는 깨는 아기가 더 많아요 이앓이일수도 있고 원더윅스일수도 있고 아기가 깨는 이유는 무궁무진합니다 그렇죠..? 혹시 저희아기만 그런거라면 문제인가 싶었는데! 아니라면 다행이네요! 저도 언젠간 저의 통잠을 꿈꾸며.....흑 ㅎㅎ 이앓이 성장통 원더윅스 많아요 첫째 키워보니 통잠은 거의 30갤전후로 진정한 통잠 자기 시작하
오늘같은 날씨 5개월 아기 옷차림,전 긴팔에 바람막이정도 추우면 겉에 털조끼? 이정도만 입혀요 방풍커버하면 우주복은 덥더라구요 긴팔입고 조끼나 가디건만 입히고 담요덮어주세요 ㅎㅎ
신생아 장난감 알려주시면 감사해요!,신생아때는 타이니모빌이나 초첨책이요 ㅎㅎ
오늘로서 13개월 아기… 옹알이만 시끄러워요… ㅠㅠ,13개월이면 아빠도 잘 안해줬던거같아요ㅋㅋ 15개월까지도 거의 안해요ㅎ 기다려주세요 잘크고있으니♡
첫째둘째 함께 목욕시 팁,['저희는 6세 9갤이긴한데 일단 로션이랑 옷 문앞에 두고 씻기러 들어가요 둘 다 통 안에 넣고 첫째 먼저 목욕 시키고 둘째는 통에서 놀고 있는동안 욕실 안에서 첫째 로션까지 바르고 바로 앞에서 혼자 옷 입으라해요~ 그 동안 둘째 후딱 씻기고 나와요!\n\n혹시 아직 혼자 옷 입는게 안되면 안에서 윗옷까지만 입히고 나가서 놀고 있으라할 것 같아요']
돌아기 과피로,18개월 하루종일 쉬지않고 움직이고 문센도 신체활동으로 두개듣는데 잠이 없어서 낮잠을 안자요 다크써클이 보이긴한데 너무 쌩쌩해요ㅠ
매일 저녁 자다깨는 아기,아그니까요 저도 지금 12개월인데 12-1시 이 사이에 꼭 깨는거예요ㅜㅜ 며칠째 반복이라 제가 좀비가 따로없어요 깨서 바로 자면 모를까 두시간 길면 세시간씩안자네요 휴
21일 아기 밤잠,"아기가 밤에 울 때 배앓이일 수도 있습니다. 안아주면서 토닥토닥 쉬소리 내며 달래보는 것도 방법이지만, 너무 크게 울 때는 배앓이일 수 있으니 조심해야 합니다. 혹시 분유를 너무 싹싹 다 빨아먹는 경우도 있을 수 있으니 적절한 양을 주는 것이 중요합니다. 아기가 갑자기 울거나 불안해한다면 배앓이뿐만 아니라 다른 이유도 있을 수 있으니 주의해야 합니다."
이유식,두 손으로 유아식 준비하는 것도 좋은 방법이에요. 함께 준비하면 더욱 즐거운 시간이 될 거예요!
평택 지엔산후조리원 마사지 후기,평택 조리원 사고용!
70일 아가 놀아주기,70일 아가 놀아주기에 대해 물론 아가는 좋아해요. 같이 옹알이도 해주고 마사지도 해주고 더 다양하게 놀아주고 싶은데 이맘때 어떻게 놀아주셨었나요? 궁금해요~
아이의 언어발달 혹시 어떻게들 하시나요?,말 걸어주기 힘들던데 그래도 열심히 해봐야겠어요!
설거지만 하면 우는 아기..,러닝타워를 사용해보는 것이 좋을 것 같아요.
50일아기 낮잠 얼마나 자나요?,저희애는 수유텀이 4시간으로 길어서 낮잠 3번만 재우고 대신 한번 잘때 3시간씩 자는데 익숙해져있어요...ㅎ 한시간은 깨시구요. (최대깨시가 1시간~1시간반이라 그내로 재우면 잘자는거같아요!)
물티슈도 비싼거 고집하세요?,'저도 물티슈는 좀 신경쓰여서 너무 저렴한거 말고 성분 괜찮은거 쓰게 되는것같아요!'
젖병 어떤거 구매하시나요?!?!,['저는 환경호르몬 이슈때문에 모윰 유리젖병이요.. ㅠ 미세스크레치 .. 제가 발견못하면 거기서 나오는 미세플라스틱 수치보고 깜짝놀랬거둔오 ㅠ..']
유아식 시작 언제부터 하시나용? 모유수유는?,전 11개월부터 유아식 조금 하다가 바로 일반식 넘어갓어요 ㅎㅎ 밥먹이는게 전쟁이라 그냥 잘먹는거 줘요
토이북? 책보는시기,아기가 아직 초점을 맞추는 단계이므로 책은 좀 더 크게 된 후에 구입하는 것이 좋을 것 같습니다.
아기 치실해주시는 맘님 계신가요?,18개월쯤부터 아기 치실 사용하고 있어요! 두돌 지나니까 아이가 먼저 치실해달라고 하기도해요. 스스로 하려고 하기도 해서 제가 앞에서 지켜보고 조금씩 스스로 하게 해주니까 재미있어 하더라구요. 너무 어릴때는 엄마가 칫솔질 정도만 잘해줘도 괜찮지 않을까 싶어요(개인적인 생각)
콧물흡입기 언제부터,코막힘 때문에 잠을 못자는 70일 아기는 식염수를 뿌리고 약하게 흡입하면 잘 나온다고 합니다.
80일 아기 장난감,아기체육관이나 타이니모빌에 달수있는 노랑나비유모차장난감 달아서 놀아주는 것이 좋을 것 같습니다.
6갤아기 블루래빗 책세트 둘중에 골라주세용~~,오감발달 첫놀이감세트요 감사합니다 오감발달이요
스튜디오 돌사진 촬영에 메이크업 하셨어요?,한옥스튜디오나빛에서 돌사진 찍었는데요 올인원이라 그냥 거기서 메이크업 받았는데 안받았으면 큰일날뻔 했습니다
배냇머리 이발,['저두 여아 안밀고 버티는중인데 ㅎㅎ\n6갤쯤 되니까 듬성듬성한 부분 많이 채워지고있어요']
부모급여 들어오는 거 맞나요?,담달에 들어온다고하네요 아이사랑 공지사항에 나와있어요 사진 참고하셔요
아기침대 끝나고 범퍼침대 어떤걸로 들이시나요?,범퍼침대 꿈비 트윈스타 쓰고 있는데 가드 튼튼하고 사이즈도 큼직해서 좋더라구요
66일아기 rs바이러스 진단..,'저희 아기는 이제 13개월 오고 있는데 처음에 열경련 와가지고 입원 했는데 rs바이러스까지 나와서 애기가 너무 고생하더라고요ㅠ 그런상태였는데 지금은 장염으로 고생하네요ㅠㅠ 열경련 너무 놀랐겠어요 ..ㅠㅠ 열에다가 rs바이러스까지..아기 너무 고생했네요...장염까지 겹치다니 너무 어린아기한테 가혹하네요 아기 빨리 나을 거에요
공간좁은방 아기침대 어떤거 사용하세요?,범퍼침대로 꽉 채웠어요 도노도노쓰고있는데 방안을 범퍼로 채워버리니까 안전은 걱정 안되더라구용
출산 후 몸의 변화에서 오는 스트레스….,저도 몸의변화로인해 스트레스받는중이예요 원래 운동좋이해허 식스팩까지있었는데 임신때 찐살은 잘안빠진다하더니 진짜 안빠지네요 저는 쌍둥이라.. 더블로 찌도 더더블로 더 힘듭니다 화이팅해요 우리 동지들이 많을꺼예요!!!
8개월 여아 요로감염인줄 알았는데 돌발진 ㅠ.ㅠ,소변검사까지 했는데 오진이 났다니... 요로감염은 항생제 써야하고 돌발진은 안쓰는 큰 차이가 있을텐데 맘고생 몸고생 많으셨어요 보통 돌발진/요로감염 오진하는 경우는 본적이 없긴해요 그냥 그 소아과 말고 다른곳으로 옮기는 걸로 마무리하는 거죠 항생제 때문에 설사도 계속 해요 오진 했던 소아과는 담달부터 선생님도 바뀐다네요 지나치지 않고 답변
아기들 한끼에 얼마정도 먹나요??,"아기들은 한 끼에 약 200g씩 먹는 편이며, 간식도 함께 먹습니다."
걷는연습,걷는 연습은 아이가 준비되지 않았을 때는 오히려 더 안 좋다고 합니다.
오늘의 평화롭지만 실패한 간식타임..,도넛은 비추.. 롱뻥은 강추.. ㅋㅋㅋ
어린이 집은 언제가 좋을까요,"['두돌이후요. 최소한 걷고 뛰고 할때요',  '두돌 전후가 좋은거 같아요 같이 놀진않아도 친구들한테 관심 보이고, 일단 엄마가 많이 지치고 집에서 해줄수있는게 한계가 있다싶을때가 딱 좋은거 같아요 그게 제 기준 두돌이었어요',  '두돌전후가 좋아보여요. 그 전은 너무 빠르고 세돌까지 가정보육하면 좋은데 이건 엄마가 힘들어서요',  '6월생인데 3"
200일 아기 아직 못기는데 늦은편일까요,['저희 아기도 8개월 됐는데 아직 못 기여요 누워있는 자체를 싫어해서 무조건 앉아 있었고 지금도 뭔가 잡고 일어나 있거나 앉아 있는데 절대 놓지를 않아요 기는거는 마음을 놨어요 언젠가 걷겠쥬..ㅎㅎ']
23년 토끼띠 7월생 발달 공유해요~~,"23년 7월말생이에요! 5개월쯤에 혼자앉았고, 5개월말에 네발기기 조금씩했고, 6개월에 잡고서서 7개월에 잡고걸엇어요! 7개월땐 벽같은 지탱할곳만있으면 한손으로 잡고 서서 90도로 하체숙여 바닥에잇는 장난감주워올리기도하더라구요! 쭈구려앉앗다가 일어서기도하구요! 네발기기는 저희집멍뭉이랑 비슷"
지오맥 자석블럭 공구 없나요?ㅜㅜ,지금 마이리틀타ㅇ거에서 구매할 수 있어요
출산가방,"출산가방 준비할 때 도움이 될 수 있는 것들이 많아요. 주수게시판이나 여기 카페 검색창에 리스트를 검색하면 유용한 정보를 얻을 수 있어요. 엄마거 맘스안심팬티, 워셔블수유패드, 크림 등을 챙겨보세요."
11개월 아기 어린이집 낮잠..ㅠㅠ,"어린이집에서 낮잠을 줄이는 것은 일반적인 현상입니다. 아이가 어린이집에서 잠을 잘 이루지 못하는 것은 일시적인 부분이며, 조금씩 적응해 나갈 것입니다. 아침 일찍 일어나게 하거나, 밤잠을 늦추는 방법을 시도해보는 것도 좋은 방법일 수 있습니다."
육아 난이도 최상(9개월),저희애보다 보름정도 빠르신거같은데 요즘 난리도아니에요 가만히 절대안있고 엄마타고넘고 진짜 한시도 가만히안있어서 친정엄마가 깜짝놀라심요.. 저희집 귀욤둥이도 그래요 갓난아기일때는 밥먹을때도 보채는것도 없고 좀 지나서는 혼자서도 잘놀아서 이런순둥이가 없구나 했는데....지금은 14개월인데 돌
아기용쓰기,아기 용 얼마나 쓰나요 저희 아기 용 진짜 마니쓰는데 다들 문의하면 90일에서 백일정도 되면 자연스럽게 없어진데요 저희 아가 24시간중 반나절은 용쓰는데 보는 저도 힘든네요 조금나아지긴 했는데 반나절은 용쓰는듯해요
어린이집 얼마전부터 알아봐야하나요,20개월되는 월에맞춰서 원하시는 어린이집에 입소대기먼저걸어두세요 대기순서가되면 어린이집에서 연락올거예요 국공립은 빨리하셔야해요 민간이나 가정은 요즘 아기들에 없어서 한달전에도 들어가더라구요 1년전에는 대부분 신청해놓는거 같더라구요 출생신고하고 바로 대기 걸어서 18개월에 국공립 입소했어요
3개월차 아기 장난감 추천해주세요,아기 체육관에 고리친구들 달아서 오볼이랑 바스락거리는 장난감 달아두니까 너무 잘 가지고 놀았어요
뒤집기 지옥?,그러다 어느순간 하더라구요 한번뒤집으니 장난아니에요 밤잠때도 보초서고있습니다ㅠ 감사해요 그러다가 잘때도 울면서 뒤집고 그래요 잠도 못잤던 기억이 자다가 뒤집어지면 오열하고 되집어지면 오열하고 하는 때가 오더라구요 그건 시간이 약이었어요 조만간 입니다 저희애가 그래요 넹 그러다가 갑자기 시작됩니다 그 지옥 저도 뒤집기 몇번 하더니 어느날은 아예 시도도
8개월 아기,8개월 아기 이 시기에 이가 아랫니 2개 윗니2개 나는거 맞나요 ?
하기스 기저귀 똥테러,기저귀를 바꿔보세요. 나비잠 울트라 듀얼핏 쓰는데 한번도 샌 적이 없어요.
육아우울증인지 분노조절장애인지…,육아우울증 같습니다. 시간이 지나면 나아지긴 한데.. 암튼 일반적인 상태가 아니기 때문에 분노가 조절이 안되용 너무 힘들면 병원 가보시구요.
10개월 엄마껌딱지,엉덩이만 들면 울어요. 돌지났는데 더 심해요.
아기들 이빨 몇개났어용?,['즤아가는 17갤인데 진짜 빨리난편이라..4-5갤무렵부터 아랫니 2개를시작으로 돌무렵 큰어금니빼고 다 나왔고요 소아과에 물어보니 36갤까지 큰어금니까지 다 나는게 목표고 아기마다 속도가 다르니 문제는없다고했어요.다만 충치안생기게 남들보다 관리 더 잘하라곤했어요 하 정말..... 안그래도 양치전쟁이요 빨리나니 힘든게 너무 많아
7개월 아기 피부 좀 봐주세요 ㅜ_ㅜ,"아토피 전문 병원으로 가서 진료를 받아보세요. 물약 처방, 알러지 검사, 관리법 등을 상세히 설명해줄 것입니다."
"5갤인데, 슈싱침대는 두돌쯤 들여도 될까요?",다섯살 애 있는 친구도 아직도 애 방에 침대 없이 잘만 키우는 친구도 있어요 ㅋㅋ 엄마마음이쥬! 저도 바닥서 깔고 재우고싶은데 기저귀갈이대랑 애 장난감수납장 등등이 애기방에 다 같이 있다보니 올라타고 다 꺼내고 난리쳐서 ㅋㅋㅋㅋㅋ 가드잇는 침대들이긴햇습니다 사실 아기침대 쓰다가 바닥에서 재우려니 처음엔 엄청 불편
어린이집 하원후 어떻게 놀아주시나요??,"비 안오는 날은 놀이터에서 한시간이상 놀고 집에와서 씻기고 저녁먹였어요. 비오는날은 들어오자마자 씻기고 색칠하기, 끄적이기, 스티커 붙이기, 가위로 오려 붙이기, 책 읽어주기 등등 2시간동안 할 일 많아요. 은근히 할게 많았네요. 감사해요."
300일 아기 언어,8갤아기 음마 아바빠빠 맘마 정도해요
배밀이 언제쯤하나요??,5~6개월때 하고 늦은 경우 7~8개월때 하기도 해요
아기 바디워시 뭐 쓰시나요?,전 몽디에스용!
껌딱지 7개월아기 발달,안겨만있으면 발달에 도움되진않겠죠. 터미타임을 많이해야 발달이 잘 된다고 하더라고요 때되면 할애들은 다 합니다 우리애도 안겨있는거 좋아해서 맨날 안겨다녔고 제가 터미타임도 안시켰었는데 10개월 지금 거의 걸어요 저는 그냥 좀 징징거리더라도 살짝 제 앞에 눕혀놨어요. 엄마한테 오고 싶은 직접 오라는 마음으로요. 뭐든 필요해야 한
